name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Brazil Legender Sitio Taquara Natural,92,0,0,0,0,0,1,0.7567567567567568,8.0,9.0,9.0,8.0,8.0,"Hazelnut, vanilla, freesia, cocoa powder, plum in aroma and cup. Sweet-toned with balanced, backgrounded acidity; delicate, lively mouthfeel. Straightforward, richly nut-toned, crisply chocolaty finish.",0,0,0,0,1,6
Costa Rica Luis Campos Anaerobic,94,0,0,1,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Rich, complex, multi-layered. Sweet baking spices, cocoa powder, lemon zest, lilac, sandalwood in aroma and cup. Deeply sweet structure with apple-like malic acidity; lush, syrupy mouthfeel. The finish leads with sweet baking spices and cocoa powder.",0,0,0,0,1,6
Kenya Muiri Estate,92,1,0,0,0,0,0,0.7567567567567568,8.0,8.0,9.0,9.0,8.0,"Sweet-toned, balanced. Red currant, almond butter, clove, orange blossom, cedar in aroma and cup. Balanced, bittersweet structure with citrusy acidity; full, satiny mouthfeel. Finish consolidates to red currant and clove.",0,0,0,0,1,6
Decaf Colombia Finca Las Nubes,90,0,0,0,0,0,1,0.7631578947368421,8.0,8.0,9.0,8.0,7.0,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew.",0,0,0,0,1,6
Kenya Embu Gicherori Factory AA Top,95,1,0,0,0,0,0,0.7837837837837838,9.0,9.0,9.0,10.0,9.0,"Sweetly and roundly bright, high-toned, floral. Star jasmine, tangerine zest, red currant, elm, a hint of coriander in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; crisp yet buoyant, syrupy mouthfeel. The richly flavor-saturated finish carries all the notes of the cup straight through into the long, particularly jasmine and red currant.",0,0,0,0,1,6
Colombia Huila Los Lagos Washed Geisha,92,0,0,0,0,0,1,0.7777777777777778,9.0,8.0,8.0,9.0,8.0,"Richly floral-toned. Baking chocolate, jasmine, tea rose, golden raisin, sandalwood in aroma and cup. Sweet in structure with brisk acidity; velvety-smooth mouthfeel. The crisp finish centers around tea rose and sandalwood notes.",0,0,0,0,1,6
Red Bourbon Washed,93,0,0,0,1,0,0,0.7777777777777778,9.0,8.0,9.0,9.0,8.0,"Sweet, balanced, floral-toned. Jasmine, peach, pistachio, cardamom, cocoa nib in aroma and cup. Deeply sweet structure with savory undertones; plush, satiny mouthfeel. The richly drying finish is led by notes of jasmine in the short, pistachio and cocoa nib in the long.",0,0,0,0,1,6
Brazil Natural Veloso Estate,93,0,0,0,0,0,1,0.75,8.0,9.0,9.0,9.0,8.0,"Soft, balanced, vibrant. Cocoa nib, tea rose, cream, bay leaf, dried apple in aroma and cup. Sweet structure with gentle acidity; buttery mouthfeel. The subtly nuanced finish leads with notes of cocoa nib and bay leaf with dried apple undertones.",0,0,0,0,1,6
"Gary & Valerie, Kona",92,0,0,0,1,0,0,0.7647058823529411,8.0,8.0,9.0,9.0,8.0,"Richly sweet-toned, floral. Narcissus, baking chocolate, pear, cedar, sugar cane in aroma and cup. Deeply sweet structure with mellow, round acidity; full, syrupy mouthfeel. The finish centers around notes of baking chocolate and almond butter with a hint of narcissus-like flowers throughout.",0,0,1,0,0,6
Colombia UVI Cochidas,93,0,0,0,0,0,1,0.7142857142857143,9.0,9.0,8.0,9.0,8.0,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest.",0,0,0,0,1,6
Rwanda Hingakawa Women’s Co-op,93,1,0,0,0,0,0,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"Richly cocoa- and spice-toned, deeply sweet. Cocoa nib, mandarin, nougat, freesia-like flowers, clove in aroma and cup. Sweet structure with crisp, lively acidity; syrupy-smooth mouthfeel. The cocoa-laden finish leads with mandarin and nougat notes in the short, clove in the long.",0,0,0,0,1,6
Rwanda Gatare,94,1,0,0,0,0,0,0.725,9.0,9.0,9.0,9.0,8.0,"Very chocolaty, rich-toned. Dark chocolate, black cherry, amber, pink grapefruit zest, magnolia in aroma and cup. Crisply bright structure with vibrant acidity; velvety-smooth mouthfeel. The chocolaty finish is pleasingly complicated by notes of black cherry.",0,0,0,0,1,6
Ignacio Quintero Colombia,95,0,0,0,0,0,1,0.7435897435897436,9.0,9.0,9.0,9.0,9.0,"Elegant, bright, rich-toned. Cocoa nib, ginger blossom, plum, pink peppercorn, almond butter in aroma and cup. Deeply sweet structure with vibrant acidity; exceptionally syrupy mouthfeel. Aroma and flavor notes carry intact long into the resonant, flavor-laden finish.",0,0,0,0,1,6
Ethiopia Dame Dabaye,95,1,0,0,0,0,0,0.7894736842105263,9.0,9.0,9.0,9.0,9.0,"Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance. ",0,0,0,0,1,6
Honduras Finca La Joya Natural,90,0,0,1,0,0,0,0.746268656716418,8.0,8.0,8.0,8.0,8.0,"Fruit-toned, chocolaty. Dark chocolate, dried raspberry, cedar, molasses, lily in aroma and cup. Sweet-tart structure with mild, accessible acidity; satiny-smooth mouthfeel. The fruit-toned finish is supported by notes of dark chocolate and cedar.",0,0,1,0,0,6
Kenya Kiri Peaberry,94,1,0,0,0,0,0,0.7567567567567568,9.0,9.0,9.0,9.0,8.0,"Nuanced, richly sweet, spice-toned. Mulberry, baking spices, hop flowers, toffee, cedar in aroma and small cup. Sweet-savory structure with juicy, vibrant acidity; lush, syrupy mouthfeel. The finish is long and resonant, centered around toffee and baking spices.",0,0,0,0,1,6
La Lindura Colombia,92,0,0,0,0,0,1,0.75,9.0,8.0,8.0,9.0,8.0,"Cocoa-toned, richly sweet. Cocoa nib, apricot, orange zest, cedar, magnolia in aroma and cup. Sweet in structure with crisp, balanced acidity; smooth, silky mouthfeel. Cocoa notes are the throughline in the finish, with hints of apricot and orange zest in the long.",0,0,0,0,1,6
Glory Days,92,0,0,1,0,0,0,0.7333333333333333,8.0,8.0,9.0,9.0,8.0,"Deep, rich, chocolaty. Chocolate fudge, roasted almond, Fig Newton, cedar, gardenia in aroma and cup. Sweet-toned with gentle, round acidity; plush, creamy mouthfeel. Nutty, chocolaty finish.",0,0,1,0,0,6
Flores Peru,93,0,0,0,0,0,1,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"Richly chocolaty and fruit-toned. Dark chocolate, red plum, cane sugar, magnolia, fresh-cut fir in aroma and cup. Deeply sweet structure with brisk acidity; viscous, creamy mouthfeel. Chocolaty finish with undertones of magnolia and fir.",0,0,0,0,1,6
Colombia Finca El Roblar,94,0,0,0,0,0,1,0.7894736842105263,9.0,9.0,9.0,9.0,8.0,"Exceptionally high-toned, sweetly tart, chocolaty. Juicy peach, dark chocolate, caramel, pink peppercorn, fresh-cut cedar in aroma and cup. Sweet-tart structure with sparkling acidity; full, creamy mouthfeel. In the spice-toned finish sweet pink-peppercorn notes transform to something resembling Szechuan peppers, supported by dark chocolate and peach.",0,0,0,0,1,6
Kenya Nyeri Hill Farm AA TOP,94,1,0,0,0,0,0,0.7468354430379747,9.0,9.0,9.0,9.0,8.0,"Sweet-toned, richly aromatic. Red currant, honey, narcissus, cedar, lavender in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The short finish consolidates to notes of red currant and honey, carrying far into the long.",0,0,0,0,1,6
Finca La Montana Costa Rica,92,0,0,1,0,0,0,0.7704918032786885,9.0,8.0,9.0,9.0,7.0,"Cocoa- and fruit-driven. Dark chocolate, dried apricot, gently scorched oak, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to wood-framed dark chocolate and dried apricot. ",0,0,1,0,0,6
Philippines Sitio Belis 1017,93,0,0,0,0,1,0,0.7763157894736842,9.0,9.0,8.0,9.0,8.0,"Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish.",0,0,0,0,1,6
Ka’u Classic Medium Roast,93,0,0,0,1,0,0,0.7794117647058824,9.0,9.0,8.0,9.0,8.0,"Floral-toned, richly aromatic, chocolaty. Elegantly sweet structure with Meyer lemon-like acidity; full, viscous mouthfeel. Apricot, honey, lavender, baking chocolate, a hint of pipe tobacco in aroma and cup. The inviting finish leads with notes of baking chocolate and apricot, with pipe tobacco resurfacing in the long.",0,0,1,0,0,6
East Fourteenth,92,0,0,0,0,0,0,0.7419354838709677,8.0,8.0,9.0,9.0,8.0,"Low-toned, deep, richly sweet. Dried fig, dark chocolate, pistachio, gardenia, spice box in aroma and cup. Sweet-toned structure with gentle, round acidity; big, creamy mouthfeel. The finish is all about dark chocolate, with hints of fig and gardenia.",0,0,1,0,0,6
Costa Rica Coffea Diversa Washed Geisha,93,0,0,1,0,0,0,0.75,9.0,9.0,8.0,9.0,8.0,"Delicately floral, spice-toned. Honeysuckle, apricot, bergamot, spearmint, cocoa nib in aroma and cup. Sweet structure with vibrant, elegant acidity; billowy, silky-smooth mouthfeel. Finish consolidates to cocoa-toned honeysuckle and bergamot.",0,0,0,0,1,6
Nicaragua La Benedicion SL28 Natural,94,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,8.0,"Deep, chocolaty, fruit-forward. Black cherry, almond nougat, frankincense, fresh-cut oak, honey in aroma and cup. Sweet-tart structure with bright, winy acidity; viscous, creamy mouthfeel. Focused fruit-forward finish with undertones of honey.",0,1,0,0,0,6
Guatemala Dark Roast FTO,90,0,0,1,0,0,0,0.7777777777777778,8.0,7.0,9.0,9.0,7.0,"Sweetly roast-framed, cocoa-toned. Cocoa powder, dried date, gently scorched oak, lily, cashew in aroma and cup. Bittersweet structure with little perceptible acidity; full, velvety mouthfeel. Cocoa-driven finish with undertones of date and scorched oak.",0,0,0,1,0,6
Colombia,91,0,0,0,0,0,1,0.7878787878787878,8.0,8.0,9.0,9.0,7.0,"Cocoa-toned, crisply sweet. Baking chocolate, golden raisin, magnolia, almond, cedar in aroma and cup. Sweet-toned structure with brisk acidity; satiny-smooth mouthfeel. Quiet finish that leads with baking chocolate and magnolia in the short, raisin and almond in the long.",0,0,1,0,0,6
Colombia Finca La Guaca Ají,94,0,0,0,0,0,1,0.775,9.0,9.0,9.0,9.0,8.0,"Elegant, delicate, rich-toned. Mango, cocoa nib, marjoram, lavender, cane sugar in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, syrupy mouthfeel. The pretty finish leads with lavender and cocoa nib.",0,1,0,0,0,6
Mexico Altura Natural Water Process Decaf,91,0,0,1,0,0,0,0.7702702702702703,8.0,8.0,9.0,9.0,7.0,"Crisply chocolaty, deep-toned. Baking chocolate, almond, lily, candy apple, fir in aroma and cup. Sweet structure with gently round acidity; full, crisply syrupy mouthfeel. Gently drying, quite chocolaty finish.",0,0,0,0,1,6
Geisha Veracruz,93,0,0,1,0,0,0,0.7837837837837838,9.0,9.0,8.0,9.0,8.0,"Delicately rich, sweetly tart. Bergamot, lilac, cocoa nib, apricot, hazelnut in aroma and cup. Sweet-tart structure with high-toned yet juicy acidity; delicate, silky mouthfeel. The flavor-saturated finish leads with bergamot and lilac in the short, rounding to cocoa nib in the long.",0,0,0,0,1,6
Finca El Jardin Guatemala,91,0,0,1,0,0,0,0.7704918032786885,9.0,8.0,8.0,9.0,7.0,"Chocolate-toned, richly sweet-savory. Dark chocolate, hop flowers, black cherry, singed oak, maple syrup in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. The crisp, quiet finish consolidates to cocoa-toned, pleasantly smoky oak with a hint of black cherry.",0,0,1,0,0,6
Panama Elida Green Tip Gesha Natural,94,0,0,1,0,0,0,0.6883116883116883,9.0,9.0,8.0,9.0,9.0,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications.",0,0,0,0,1,6
Magic Cat Civet Ethiopia Sidamo Shantwene Litchi Rose Washed,93,1,0,0,0,0,0,0.717948717948718,9.0,8.0,9.0,9.0,8.0," Sweetly tart, vibrant. Dried apricot, caramel, magnolia, thyme, oak in aroma and cup. Sweet-tart structure with brisk acidity; plush, viscous mouthfeel. The quiet finish leads with notes of caramel-toned apricot and fresh-cut oak.",0,0,0,0,1,6
Ethiopia Sidama Bona Washed G1,94,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Sweetly pungent, complex. Apricot, cocoa nib, narcissus, cedar, almond butter in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, syrupy mouthfeel. The cocoa-driven finish is supported by notes of dried stone fruit and spicy-sweet florals.",0,0,0,0,1,6
Coffea Diversa Yellow Dalle Honey,92,0,0,1,0,0,0,0.7804878048780488,9.0,8.0,8.0,9.0,8.0,"Delicately and sweetly herbaceous. Lemon verbena, tangerine zest, cocoa nib, magnolia, oak in aroma and cup. Crisply sweet with gently savory undertones; silky mouthfeel. The finish consolidates to notes of lemon verbena and oak with hints of magnolia-like florals. ",0,1,0,0,0,6
Ethiopia Guji Hambela Dabaye,93,1,0,0,0,0,0,0.7948717948717948,9.0,9.0,8.0,9.0,8.0,"Delicately aromatic, richly sweet. Narcissus, honey, apricot, almond, Meyer lemon zest in aroma and cup. Sweetly tart structure with gently bright, floral acidity; smooth, silky mouthfeel. The finish consolidates to notes of honey and almond with undertones of narcissus.",0,0,0,0,1,6
Capitan Maragogype,93,0,0,1,0,0,0,0.7105263157894737,9.0,8.0,9.0,9.0,8.0,"Richly chocolaty, deep-toned. Dark chocolate, hop flowers, black cherry, cinammon, fresh-cut cedar in aroma and cup. Bittersweet structure with gentle, round acidity; plush, creamy mouthfeel. Chocolaty finish with supporting notes of hop flowers and cinnamon.",0,0,0,0,1,6
Ka’u Yellow Caturra Anaerobic Natural,93,0,0,0,1,0,0,0.7532467532467533,9.0,9.0,8.0,9.0,8.0,"Delicately fruit-forward, richly sweet. Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup. Sweet-tart structure with bright, lively acidity; crisp, satiny mouthfeel. The quiet finish leads with notes of strawberry and nougat.",0,0,0,0,1,6
Wush Wush,95,1,0,0,0,0,0,0.7317073170731707,9.0,9.0,9.0,9.0,9.0,"Delicately and richly aromatic; complex, multi-layered. Plum blossom, guava, cocoa nib, narcissus, lemon verbena in aroma and cup. Sweetly tart with bright, juicy acidity; lush, silky mouthfeel. Flavor-laden finish, cocoa- and floral-driven.",0,1,0,0,0,6
Camilina Geisha,95,0,0,1,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,9.0,"Delicately fruit-forward, multi-layered, complex. Dark chocolate, blackberry jam, macadamia nut, honey, sandalwood in aroma and cup. Sweet-savory structure with winy acidity; very full, syrupy-smooth mouthfeel. Fruit-toned finish with deep, lasting chocolate undertones. ",0,0,0,0,1,6
Ethiopia Durato Bombe,95,1,0,0,0,0,0,0.7391304347826086,10.0,8.0,9.0,9.0,9.0,"Massively floral, juicy, cocoa-toned. Distinct cocoa, honeysuckle, tangerine, caramel, cashew in aroma and cup. Deeply sweet, savory-edged in structure, with deep, vibrant acidity. Full, syrupy mouthfeel. The finish is sweet and rich, carrying most notes from the cup far into the long. ",0,1,0,0,0,6
Colombia Sidra Natural Signature Selection,96,0,0,0,0,0,1,0.775,9.0,9.0,9.0,10.0,9.0,"Richly fruit-saturated, balanced, juicy. Black cherry, Bourbon barrel, cocoa nib, wisteria, candycap mushroom in aroma and small cup. Deep, sweet-savory structure with high-toned, malic acidity; plush, syrupy mouthfeel. Resonant, long, flavor-laden finish that fulfills the promise of the cup.",0,1,0,0,0,6
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,94,0,0,1,0,0,0,0.7837837837837838,9.0,9.0,9.0,9.0,8.0,"Harmoniously sweet-tart-savory. Dark chocolate, pomegranate, shiitake  mushroom, jasmine, sandalwood in aroma and cup. Sweet-savory structure with vibrant, high-toned acidity; full, syrupy-smooth mouthfeel. The finish is a sweet-savory duet of dark chocolate and shiitake mushroom notes.",0,0,0,0,1,6
Bowstring Christmas Blend,92,0,0,0,0,0,0,0.7575757575757576,9.0,8.0,8.0,9.0,8.0,"Sweet-toned, chocolaty. Baking chocolate, date, roasted cashew, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Crisply chocolaty and nut-toned finish.",0,0,1,0,0,6
El Salvador Las Veraneras Red Bourbon,94,0,0,1,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Delicately sweet-tart, fruit-forward. Dried apricot, cocoa nib, turmeric, sticky rice, lemon balm in aroma and cup. Tart-leaning structure with juicy, bright acidity; full, satiny-smooth mouthfeel. The resonant finish consolidates to notes of dried apricot and turmeric.",0,0,0,0,1,6
Peru Yanesha Geisha,94,0,0,0,0,0,1,0.7721518987341772,9.0,9.0,9.0,9.0,8.0,"Deeply floral, cocoa-toned. Lilac, dark chocolate, apricot, almond nougat, sandalwood in aroma and cup. Sweet in structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of dark chocolate and apricot with undertones of sandalwood.",0,0,0,0,1,6
Medium Roast,92,0,0,0,1,0,0,0.7428571428571429,8.0,8.0,9.0,9.0,8.0,"Crisply sweet-toned. Cocoa nib, hazelnut, dried apricot, magnolia, cedar in aroma and cup. Deeply sweet structure with balanced acidity; full, syrupy mouthfeel. Cocoa-driven finish supported by cedar and hazelnut.",0,0,0,0,1,6
Kenya Giakanja,92,1,0,0,0,0,0,0.7638888888888888,9.0,8.0,8.0,9.0,8.0,"Chocolaty, richly sweet. Dark chocolate, date, hazelnut, cedar, agave syrup in aroma and cup. Sweet-toned structure with vibrant acidity; satiny-smooth mouthfeel. The finish centers around notes of dark chocolate and hazelnut with cedar undertones.",0,0,0,0,1,6
Zambia Kateshi Natural Process,92,1,0,0,0,0,0,0.7692307692307693,8.0,8.0,9.0,9.0,8.0,"Richly and cleanly fruit-toned. Bing cherry, freesia-like flowers, fruit taffy, fresh-cut oak, lemon verbena in aroma and cup. Sweet-toned structure with vivacious acidity; vibrant, creamy mouthfeel. Gentle, fruit-forward finish with spicy floral notes.",0,0,0,0,1,6
‘Ōpio Kona,91,0,0,0,1,0,0,0.7428571428571429,8.0,8.0,9.0,8.0,8.0,"Chocolaty, crisply sweet. Baking chocolate, date, hazelnut, magnolia, a hint of marjoram in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Crisp, chocolaty finish.",0,0,0,0,1,6
Peru Antonio Regalado Diaz El Huyacan La Palma,93,0,0,0,0,0,1,0.7631578947368421,9.0,9.0,8.0,9.0,8.0,"Floral-toned, richly sweet. Wisteria, toffee, lime zest, frankincense, apricot in aroma and cup. Bittersweet structure with confident, citrusy acidity; delicate, silky mouthfeel. The crisp finish consolidates to notes of toffee and lime zest with undertones of frankincense.",0,0,0,0,1,6
